status	enemies	warmup_frames	sample_frames	median_ms	p95_ms	max_ms	vsync	msaa	culling	instancing	width	height	adapter	draw_calls	root_cbv_binds	main_visible	shadow_visible	main_culled	shadow_culled	unbounded	draw_items	object_writes	object_capacity	instance_capacity	srv_used	srv_capacity	error
success	2000	120	600	0.568	0.718	1.243	off	4x	on	off	1280	720	NVIDIA GeForce RTX 5070 Ti	2833	2836	828	2004	1176	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.680	0.839	1.389	off	4x	on	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	836	2004	1168	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.542	0.733	1.369	off	4x	off	off	1280	720	NVIDIA GeForce RTX 5070 Ti	4009	4012	2004	2004	0	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.543	0.734	1.269	off	4x	off	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	2004	2004	0	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.569	0.699	1.092	off	4x	on	off	1280	720	NVIDIA GeForce RTX 5070 Ti	2833	2836	828	2004	1176	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.681	0.836	1.442	off	4x	on	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	836	2004	1168	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.542	0.852	1.381	off	4x	off	off	1280	720	NVIDIA GeForce RTX 5070 Ti	4009	4012	2004	2004	0	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.541	0.740	1.325	off	4x	off	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	2004	2004	0	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.569	0.748	1.285	off	4x	on	off	1280	720	NVIDIA GeForce RTX 5070 Ti	2833	2836	828	2004	1176	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.678	0.786	1.364	off	4x	on	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	836	2004	1168	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.541	0.782	1.679	off	4x	off	off	1280	720	NVIDIA GeForce RTX 5070 Ti	4009	4012	2004	2004	0	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.541	0.721	1.435	off	4x	off	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	2004	2004	0	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.575	0.745	1.752	off	4x	on	off	1280	720	NVIDIA GeForce RTX 5070 Ti	2836	2839	831	2004	1173	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.679	0.790	1.134	off	4x	on	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	836	2004	1168	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.543	0.813	1.426	off	4x	off	off	1280	720	NVIDIA GeForce RTX 5070 Ti	4009	4012	2004	2004	0	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.541	0.690	1.102	off	4x	off	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	2004	2004	0	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.569	0.736	1.083	off	4x	on	off	1280	720	NVIDIA GeForce RTX 5070 Ti	2833	2836	828	2004	1176	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.681	0.796	1.508	off	4x	on	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	836	2004	1168	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.543	0.738	1.255	off	4x	off	off	1280	720	NVIDIA GeForce RTX 5070 Ti	4009	4012	2004	2004	0	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.540	0.726	1.395	off	4x	off	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	2004	2004	0	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.572	0.787	1.522	off	4x	on	off	1280	720	NVIDIA GeForce RTX 5070 Ti	2835	2838	830	2004	1174	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.679	0.817	1.463	off	4x	on	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	836	2004	1168	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.542	0.792	1.431	off	4x	off	off	1280	720	NVIDIA GeForce RTX 5070 Ti	4009	4012	2004	2004	0	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.539	0.672	1.201	off	4x	off	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	2004	2004	0	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.570	0.737	1.297	off	4x	on	off	1280	720	NVIDIA GeForce RTX 5070 Ti	2833	2836	828	2004	1176	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.679	0.812	1.292	off	4x	on	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	836	2004	1168	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.542	0.772	1.191	off	4x	off	off	1280	720	NVIDIA GeForce RTX 5070 Ti	4009	4012	2004	2004	0	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.542	0.710	1.282	off	4x	off	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	2004	2004	0	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.568	0.736	1.306	off	4x	on	off	1280	720	NVIDIA GeForce RTX 5070 Ti	2834	2837	829	2004	1175	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.677	0.774	1.057	off	4x	on	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	836	2004	1168	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.544	0.777	1.346	off	4x	off	off	1280	720	NVIDIA GeForce RTX 5070 Ti	4009	4012	2004	2004	0	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.541	0.656	1.353	off	4x	off	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	2004	2004	0	0	0	2004	5	2048	2048	7	64	
success	2000	120	600	0.572	0.733	1.177	off	4x	on	off	1280	720	NVIDIA GeForce RTX 5070 Ti	2833	2836	828	2004	1176	0	0	2004	2004	2048	256	7	64	
success	2000	120	600	0.684	0.803	1.380	off	4x	on	on	1280	720	NVIDIA GeForce RTX 5070 Ti	11	9	837	2004	1167	0	0	2004	5	2048	2048	7	64	
